index,open,high,low,close,volume
83,0.044555,0.044665,0.044555,0.044555,1800
84,0.044555,0.044665,0.044665,0.044665,1100
85,0.044665,0.044665,0.044665,0.044665,1900
86,0.044665,0.044665,0.044665,0.044665,1500
87,0.044665,0.044665,0.044665,0.044665,1000
88,0.044665,0.044665,0.044665,0.044665,1400
89,0.044665,0.044665,0.044665,0.044665,1100
90,0.044665,0.044665,0.044665,0.044665,1800
91,0.044665,0.044665,0.044665,0.044665,1100
92,0.044665,0.044665,0.044665,0.044665,1900
93,0.044665,0.044665,0.044665,0.044665,1500
94,0.044665,0.044665,0.044665,0.044665,1100
95,0.044665,0.044665,0.044665,0.044665,1800
96,0.044665,0.044665,0.044665,0.044665,1100
97,0.044665,0.044665,0.044665,0.044665,1900
98,0.044665,0.044665,0.044665,0.044665,1400
99,0.044665,0.044665,0.044665,0.044665,1100
100,0.044665,0.044665,0.044665,0.044665,1800
101,0.044665,0.044665,0.044665,0.044665,1100
102,0.044665,0.044665,0.044665,0.044665,1900
103,0.044665,0.044665,0.044665,0.044665,1500
104,0.044665,0.044665,0.044665,0.044665,1000
105,0.044665,0.044665,0.044665,0.044665,1400
106,0.044665,0.044665,0.044665,0.044665,1100
107,0.044665,0.044665,0.044665,0.044665,1800
108,0.044665,0.044665,0.044665,0.044665,1100
109,0.044665,0.044665,0.044665,0.044665,1900
110,0.044665,0.044665,0.044316,0.044316,1500
111,0.044316,0.044665,0.044316,0.044316,1100
112,0.044316,0.044665,0.044316,0.044316,1800
113,0.044316,0.044316,0.044316,0.044316,1100
114,0.044316,0.044316,0.044152,0.044152,1900
115,0.044152,0.044152,0.044152,0.044152,1400
116,0.044152,0.044318,0.044152,0.044318,1100
117,0.044318,0.044318,0.044318,0.044318,1800
118,0.044318,0.044318,0.043396,0.043396,1100
119,0.043396,0.044182,0.043396,0.043396,1900
120,0.043396,0.043396,0.043396,0.043396,1500
121,0.043396,0.043396,0.043396,0.043396,1400
122,0.043396,0.043396,0.043396,0.043396,1100
123,0.043396,0.043396,0.043396,0.043396,1800
124,0.043396,0.043396,0.043396,0.043396,1100
125,0.043396,0.043396,0.043396,0.043396,1900
126,0.043396,0.043396,0.043396,0.043396,1500
127,0.043396,0.043396,0.043396,0.043396,1000
128,0.043396,0.043396,0.043396,0.043396,1400
129,0.043396,0.043396,0.043396,0.043396,1100
130,0.043396,0.043396,0.043396,0.043396,1800
131,0.043396,0.043396,0.043396,0.043396,1100
132,0.043396,0.044216,0.043396,0.043396,1900
133,0.043396,0.044216,0.043396,0.044216,1500
134,0.044216,0.044821,0.044216,0.044216,1100
135,0.044216,0.044821,0.044216,0.044216,1800
136,0.044216,0.044821,0.044216,0.044821,1100
137,0.044821,0.044821,0.044821,0.044821,1900
138,0.044821,0.044821,0.044821,0.044821,1400
139,0.044821,0.044821,0.044155,0.044155,1100
140,0.044155,0.044155,0.043668,0.043668,1800
141,0.043668,0.043668,0.043668,0.043668,1100
142,0.043668,0.043668,0.043668,0.043668,1900
143,0.043668,0.043668,0.043216,0.044316,1500
144,0.044316,0.044316,0.044316,0.044316,1000
145,0.044316,0.044316,0.044021,0.044021,1400
146,0.044021,0.044021,0.044021,0.044021,1100
147,0.044021,0.044021,0.043665,0.043665,1400
148,0.043665,0.043665,0.043665,0.043665,1100
149,0.043665,0.0443665,0.04208,0.04208,1800
150,0.04208,0.04208,0.04208,0.04208,1100
151,0.04208,0.04208,0.04208,0.04208,1900
152,0.04208,0.04208,0.041963,0.041963,1500
153,0.04208,0.042656,0.041963,0.042656,1400
154,0.042656,0.042656,0.042656,0.042656,1100
155,0.042656,0.042656,0.042887,0.042887,1800
156,0.042887,0.042887,0.042887,0.042887,1100
157,0.042887,0.042887,0.042887,0.042887,1900
158,0.042887,0.042887,0.042887,0.042887,1500
159,0.042887,0.042887,0.042887,0.042887,1000
160,0.042887,0.042887,0.042887,0.042887,1400
161,0.042887,0.042887,0.042887,0.042887,1100
162,0.042887,0.042887,0.042887,0.042887,1800
163,0.042887,0.042887,0.042887,0.042887,1100
164,0.042887,0.042887,0.042887,0.042887,1900
165,0.042887,0.042887,0.042887,0.042887,1500
166,0.042887,0.042887,0.042887,0.042887,1100
167,0.042887,0.042887,0.042887,0.042887,1800
168,0.042887,0.042887,0.042887,0.042887,1100
169,0.042887,0.042887,0.042887,0.042887,1900
170,0.042887,0.042887,0.042062,0.042062,1400
171,0.042062,0.042062,0.042062,0.042062,1100
172,0.042062,0.042062,0.042062,0.042062,1800
173,0.042062,0.042062,0.041656,0.041656,1100
174,0.041656,0.041656,0.041656,0.041656,1900
175,0.041656,0.041656,0.041656,0.041656,1500
176,0.041656,0.041656,0.041369,0.041369,1000
177,0.041369,0.041369,0.041369,0.041369,1400
178,0.041369,0.041369,0.041369,0.041369,1100
179,0.041369,0.041369,0.040887,0.040887,1400
180,0.040887,0.040887,0.040887,0.040887,1100
181,0.040887,0.040887,0.040887,0.040887,1800
182,0.040887,0.040887,0.040887,0.040887,1100
183,0.040887,0.040887,0.040887,0.040887,1900
184,0.040887,0.040887,0.040668,0.040668,1500
185,0.040668,0.040668,0.040668,0.040668,1400
186,0.040668,0.040668,0.040668,0.040668,1100
187,0.040668,0.040668,0.040412,0.040412,1800
188,0.040412,0.040412,0.040412,0.040412,1100
189,0.040412,0.040412,0.040412,0.040412,1900
190,0.040412,0.040412,0.040412,0.040412,1500
191,0.040412,0.040412,0.040162,0.040412,1000
192,0.040412,0.040412,0.040162,0.040162,1400
193,0.040162,0.040162,0.040162,0.040162,1100
194,0.040162,0.040162,0.040162,0.040162,1800
195,0.040162,0.040162,0.040162,0.040162,1100
196,0.040162,0.040162,0.040162,0.040162,1900
197,0.040162,0.040162,0.040162,0.040162,1500
198,0.040162,0.040162,0.040162,0.040162,1100
199,0.040162,0.040162,0.040162,0.040162,1800
200,0.040162,0.040162,0.040162,0.040162,1100
201,0.040162,0.040162,0.040162,0.040162,1900
202,0.040162,0.040162,0.040162,0.040162,1400
203,0.040162,0.040162,0.040162,0.040162,1100
204,0.040162,0.040162,0.040162,0.040162,1800
205,0.040162,0.040162,0.040162,0.040162,1100
206,0.040162,0.040228,0.040162,0.040228,1900
207,0.040228,0.040228,0.040228,0.040228,1500
208,0.040228,0.040228,0.040228,0.040228,1000
209,0.040228,0.040228,0.040228,0.040228,1400
210,0.040228,0.040516,0.040228,0.040516,1100
211,0.040516,0.040516,0.040516,0.040516,1100
212,0.040516,0.040516,0.040516,0.040516,1800
213,0.040516,0.040516,0.040228,0.040228,1100
214,0.040228,0.040228,0.040228,0.040228,1900
215,0.040228,0.040516,0.040228,0.040516,1500
216,0.040516,0.040698,0.040516,0.040698,1000
217,0.040698,0.040698,0.040232,0.040232,1400
218,0.040232,0.040698,0.040232,0.040698,1100
219,0.040698,0.040919,0.040232,0.040919,1400
220,0.040919,0.040919,0.040919,0.040919,1100
221,0.040919,0.041889,0.040919,0.040919,1800
222,0.040919,0.041889,0.040919,0.040919,1100
223,0.040919,0.041889,0.040919,0.041889,1900
224,0.041889,0.041889,0.041889,0.041889,1500
225,0.041889,0.041889,0.04108,0.04108,1400
226,0.04108,0.04108,0.04108,0.04108,1100
227,0.04108,0.041437,0.04066,0.041437,1800
228,0.041437,0.041437,0.040298,0.041437,1100
229,0.041437,0.041876,0.041437,0.041437,1900
230,0.041437,0.041876,0.041437,0.041876,1500
231,0.041876,0.042288,0.041876,0.041876,1000
232,0.041876,0.042288,0.041876,0.042288,1400
233,0.042288,0.042288,0.041876,0.041876,1100
234,0.041876,0.042288,0.041876,0.042288,1100
235,0.042288,0.042288,0.042288,0.042288,1800
236,0.042288,0.042288,0.042288,0.042288,1100
237,0.042288,0.042288,0.042288,0.042288,1900
238,0.042288,0.042288,0.042288,0.042288,1500
239,0.042288,0.042288,0.042066,0.042066,1000
240,0.042066,0.042288,0.042066,0.042288,1400
241,0.042288,0.042876,0.042288,0.042288,1100
242,0.042288,0.042876,0.042288,0.042288,1400
243,0.042876,0.042876,0.042288,0.042876,1100
244,0.042876,0.042876,0.042876,0.042876,1800
245,0.042876,0.043697,0.042876,0.043697,1100
246,0.043697,0.043697,0.042876,0.043697,1900
247,0.043697,0.043697,0.042876,0.043697,1500
248,0.043697,0.043697,0.042876,0.042876,1400
249,0.042876,0.042876,0.042876,0.042876,1100
250,0.042876,0.043068,0.042876,0.043068,1800
251,0.043068,0.043697,0.043068,0.043697,1100
252,0.043697,0.043697,0.043697,0.043697,1900
253,0.043697,0.043697,0.043697,0.043697,1500
254,0.043697,0.043886,0.043697,0.043886,1000
255,0.043886,0.043886,0.043886,0.043886,1400
256,0.043886,0.043886,0.043697,0.043886,1100
257,0.043886,0.043886,0.043697,0.043697,1000
258,0.043697,0.043697,0.043697,0.043697,1400
259,0.043697,0.043989,0.043697,0.043989,1100
260,0.043989,0.043989,0.043989,0.043989,1400
261,0.043989,0.043989,0.043989,0.043989,1100
262,0.043989,0.044066,0.043989,0.044066,1800
263,0.044066,0.044066,0.044066,0.044066,1100
264,0.044066,0.044066,0.043396,0.043396,1900
265,0.043396,0.044216,0.043396,0.043396,1500
266,0.043396,0.044216,0.043396,0.044216,1400
267,0.044216,0.044821,0.044216,0.044216,1100
268,0.044216,0.044821,0.044216,0.044216,1800
269,0.044216,0.044821,0.044216,0.044821,1100
270,0.044821,0.044821,0.044821,0.044821,1900
271,0.044821,0.044821,0.044821,0.044821,1500
272,0.044821,0.044821,0.044155,0.044155,1000
273,0.044155,0.044155,0.043668,0.043668,1400
274,0.043668,0.043668,0.043668,0.043668,1100
275,0.043668,0.043668,0.043668,0.043668,1100
276,0.043668,0.043668,0.043216,0.044316,1800
277,0.044316,0.044316,0.044316,0.044316,1100
278,0.044316,0.044316,0.044021,0.044021,1900
279,0.044021,0.044021,0.044021,0.044021,1500
280,0.044021,0.044021,0.043665,0.043665,1000
281,0.043665,0.043665,0.043665,0.043665,1400
282,0.043665,0.0443665,0.04208,0.04208,1100
283,0.04208,0.04208,0.04208,0.04208,1400
284,0.04208,0.04208,0.04208,0.04208,1900
285,0.04208,0.04208,0.041963,0.041963,1500
286,0.04208,0.042656,0.041963,0.042656,1000
287,0.042656,0.042656,0.042656,0.042656,1400
288,0.042656,0.042656,0.042887,0.042887,1100
